iter	Passed	Remaining
1666	36293	50793
1667	36317	50775
1668	36341	50756
1669	36364	50736
1670	36382	50708
1671	36404	50687
1672	36432	50673
1673	36455	50654
1674	36475	50630
1675	36496	50607
1676	36517	50585
1677	36544	50569
1678	36564	50546
1679	36587	50525
1680	36609	50504
1681	36630	50481
1682	36653	50461
1683	36676	50441
1684	36694	50413
1685	36716	50393
1686	36738	50370
1687	36760	50350
1688	36785	50332
1689	36815	50321
1690	36851	50319
1691	36889	50319
1692	36925	50316
1693	36957	50309
1694	36991	50304
1695	37031	50307
1696	37074	50313
1697	37107	50306
1698	37129	50285
1699	37157	50271
1700	37191	50266
1701	37217	50249
1702	37240	50229
1703	37269	50217
1704	37290	50194
1705	37318	50180
1706	37344	50164
1707	37370	50148
1708	37398	50134
1709	37420	50113
1710	37445	50094
1711	37476	50085
1712	37505	50073
1713	37530	50055
1714	37562	50046
1715	37582	50023
1716	37611	50010
1717	37635	49990
1718	37656	49967
1719	37681	49949
1720	37705	49930
1721	37726	49907
1722	37756	49896
1723	37780	49877
1724	37802	49855
1725	37828	49839
1726	37850	49817
1727	37886	49814
1728	37912	49796
1729	37936	49777
1730	37960	49759
1731	37981	49735
1732	38002	49712
1733	38023	49688
1734	38044	49665
1735	38069	49648
1736	38090	49624
1737	38121	49615
1738	38145	49595
1739	38176	49585
1740	38203	49570
1741	38230	49555
1742	38258	49540
1743	38289	49531
1744	38318	49518
1745	38344	49500
1746	38370	49484
1747	38398	49469
1748	38431	49462
1749	38461	49450
1750	38494	49442
1751	38523	49429
1752	38545	49408
1753	38573	49393
1754	38600	49377
1755	38631	49367
1756	38656	49349
1757	38680	49329
1758	38704	49309
1759	38737	49302
1760	38765	49287
1761	38796	49276
1762	38828	49267
1763	38848	49242
1764	38879	49232
1765	38914	49226
1766	38934	49202
1767	38954	49177
1768	38978	49158
1769	39012	49151
1770	39039	49135
1771	39063	49115
1772	39087	49095
1773	39111	49076
1774	39131	49051
1775	39156	49033
1776	39179	49013
1777	39202	48991
1778	39223	48969
1779	39250	48952
1780	39275	48934
1781	39303	48919
1782	39332	48906
1783	39362	48894
1784	39395	48885
1785	39422	48869
1786	39446	48850
1787	39467	48826
1788	39485	48799
1789	39511	48781
1790	39532	48759
1791	39554	48736
1792	39578	48717
1793	39600	48694
1794	39626	48677
1795	39649	48656
1796	39672	48635
1797	39697	48617
1798	39719	48595
1799	39745	48577
1800	39769	48558
1801	39795	48541
1802	39821	48523
1803	39848	48506
1804	39865	48479
1805	39884	48453
1806	39909	48434
1807	39933	48414
1808	39955	48393
1809	39980	48373
1810	40007	48358
1811	40030	48336
1812	40060	48324
1813	40088	48309
1814	40111	48288
1815	40136	48269
1816	40161	48251
1817	40183	48229
1818	40204	48206
1819	40232	48190
1820	40254	48168
1821	40281	48151
1822	40303	48129
1823	40329	48112
1824	40349	48087
1825	40367	48061
1826	40396	48046
1827	40421	48028
1828	40446	48009
1829	40474	47994
1830	40499	47975
1831	40521	47953
1832	40545	47933
1833	40573	47918
1834	40595	47896
1835	40617	47873
1836	40643	47856
1837	40665	47833
1838	40688	47812
1839	40708	47788
1840	40731	47767
1841	40756	47748
1842	40779	47727
1843	40823	47730
1844	40852	47716
1845	40887	47709
1846	40919	47698
1847	40948	47684
1848	40983	47677
1849	41024	47677
1850	41054	47663
1851	41087	47653
1852	41119	47643
1853	41155	47637
1854	41181	47619
1855	41216	47612
1856	41240	47592
1857	41260	47567
1858	41286	47549
1859	41312	47531
1860	41340	47516
1861	41368	47500
1862	41388	47476
1863	41411	47454
1864	41434	47432
1865	41460	47415
1866	41489	47400
1867	41517	47385
1868	41535	47358
1869	41558	47336
1870	41582	47316
1871	41609	47299
1872	41630	47276
1873	41654	47256
1874	41682	47240
1875	41705	47218
1876	41730	47199
1877	41761	47186
1878	41786	47167
1879	41808	47145
1880	41833	47126
1881	41858	47107
1882	41878	47083
1883	41901	47061
1884	41921	47036
1885	41940	47010
1886	41967	46993
1887	41993	46975
1888	42014	46952
1889	42046	46940
1890	42070	46920
1891	42100	46907
1892	42123	46885
1893	42149	46866
1894	42175	46848
1895	42200	46829
1896	42228	46813
1897	42248	46789
1898	42268	46764
1899	42294	46746
1900	42324	46732
1901	42354	46719
1902	42390	46711
1903	42422	46700
1904	42446	46679
1905	42473	46662
1906	42500	46645
1907	42528	46629
1908	42556	46614
1909	42581	46594
1910	42605	46574
1911	42630	46554
1912	42653	46533
1913	42683	46519
1914	42716	46508
1915	42739	46487
1916	42758	46460
1917	42782	46441
1918	42808	46422
1919	42834	46403
1920	42861	46386
1921	42889	46371
1922	42916	46353
1923	42939	46332
1924	42964	46311
1925	42985	46288
1926	43009	46267
1927	43032	46246
1928	43058	46228
1929	43082	46207
1930	43105	46186
1931	43135	46172
1932	43159	46151
1933	43182	46130
1934	43207	46110
1935	43227	46086
1936	43260	46074
1937	43290	46060
1938	43319	46045
1939	43343	46024
1940	43366	46002
1941	43390	45982
1942	43411	45958
1943	43432	45934
1944	43453	45910
1945	43483	45896
1946	43504	45872
1947	43530	45854
1948	43554	45833
1949	43583	45818
1950	43616	45807
1951	43639	45786
1952	43660	45761
1953	43680	45737
1954	43700	45712
1955	43725	45692
1956	43746	45669
1957	43767	45645
1958	43792	45625
1959	43813	45601
1960	43834	45578
1961	43869	45569
1962	43897	45552
1963	43922	45533
1964	43944	45509
1965	43967	45487
1966	43989	45465
1967	44012	45443
1968	44030	45416
1969	44054	45396
1970	44071	45368
1971	44098	45350
1972	44123	45330
1973	44145	45308
1974	44168	45286
1975	44194	45268
1976	44228	45257
1977	44253	45237
1978	44273	45212
1979	44300	45195
1980	44321	45171
1981	44350	45155
1982	44376	45137
1983	44404	45120
1984	44434	45106
1985	44466	45093
1986	44504	45086
1987	44536	45074
1988	44559	45052
1989	44581	45029
1990	44606	45009
1991	44629	44987
1992	44654	44968
1993	44681	44950
1994	44713	44938
1995	44744	44923
1996	44781	44915
1997	44819	44909
1998	44851	44896
1999	44883	44883
2000	44920	44875
2001	44955	44865
2002	44983	44848
2003	45006	44826
2004	45033	44808
2005	45060	44791
2006	45087	44772
2007	45118	44759
2008	45145	44741
2009	45172	44723
2010	45200	44705
2011	45227	44687
2012	45250	44665
2013	45275	44646
2014	45300	44626
2015	45323	44603
2016	45345	44580
2017	45372	44563
2018	45405	44550
2019	45433	44533
2020	45456	44512
2021	45487	44497
2022	45518	44483
2023	45547	44466
2024	45572	44447
2025	45602	44432
2026	45630	44414
2027	45656	44395
2028	45690	44384
2029	45721	44370
2030	45748	44351
2031	45776	44334
2032	45796	44309
2033	45820	44288
2034	45840	44263
2035	45872	44249
2036	45895	44227
2037	45915	44203
2038	45944	44187
2039	45967	44165
2040	45998	44150
2041	46027	44133
2042	46060	44121
2043	46089	44104
2044	46116	44086
2045	46143	44068
2046	46166	44046
2047	46192	44027
2048	46220	44009
2049	46243	43988
2050	46271	43969
2051	46304	43957
2052	46333	43941
2053	46363	43925
2054	46394	43911
2055	46429	43900
2056	46462	43887
2057	46497	43876
2058	46529	43863
2059	46558	43846
2060	46583	43825
2061	46613	43810
2062	46638	43790
2063	46664	43770
2064	46692	43752
2065	46715	43730
2066	46733	43704
2067	46757	43682
2068	46786	43665
2069	46810	43644
2070	46836	43625
2071	46863	43606
2072	46888	43586
2073	46922	43574
2074	46954	43560
2075	46989	43549
2076	47015	43529
2077	47045	43513
2078	47063	43487
2079	47090	43468
2080	47111	43444
2081	47141	43427
2082	47168	43409
2083	47187	43383
2084	47216	43366
2085	47244	43349
2086	47276	43335
2087	47304	43317
2088	47331	43298
2089	47354	43276
2090	47384	43259
2091	47420	43250
2092	47447	43230
2093	47475	43213
2094	47512	43203
2095	47546	43191
2096	47581	43179
2097	47611	43163
2098	47637	43143
2099	47656	43118
2100	47684	43099
2101	47707	43077
2102	47737	43061
2103	47765	43043
2104	47788	43020
2105	47808	42995
2106	47831	42973
2107	47871	42966
2108	47903	42951
2109	47931	42933
2110	47957	42914
2111	47987	42898
2112	48011	42876
2113	48035	42855
2114	48060	42833
2115	48082	42810
2116	48112	42794
2117	48135	42772
2118	48164	42755
2119	48196	42740
2120	48222	42720
2121	48247	42699
2122	48272	42679
2123	48293	42655
2124	48319	42634
2125	48348	42617
2126	48373	42597
2127	48396	42574
2128	48419	42551
2129	48442	42529
2130	48466	42507
2131	48491	42486
2132	48512	42462
2133	48534	42438
2134	48561	42419
2135	48590	42402
2136	48616	42383
2137	48640	42361
2138	48667	42341
2139	48687	42317
2140	48708	42293
2141	48734	42273
2142	48758	42251
2143	48782	42229
2144	48806	42207
2145	48826	42182
2146	48849	42160
2147	48872	42138
2148	48897	42116
2149	48925	42099
2150	48953	42080
2151	48984	42065
2152	49009	42043
2153	49031	42020
2154	49054	41998
2155	49083	41980
2156	49125	41974
2157	49157	41959
2158	49187	41942
2159	49229	41936
2160	49258	41918
2161	49289	41902
2162	49315	41882
2163	49343	41864
2164	49366	41841
2165	49392	41821
2166	49417	41800
2167	49436	41774
2168	49465	41756
2169	49489	41735
2170	49512	41712
2171	49535	41689
2172	49557	41666
2173	49575	41639
2174	49597	41616
2175	49622	41595
2176	49644	41571
2177	49664	41547
2178	49690	41526
2179	49712	41503
2180	49734	41479
2181	49758	41457
2182	49780	41434
2183	49806	41414
2184	49828	41390
2185	49861	41376
2186	49887	41356
2187	49907	41330
2188	49928	41306
2189	49956	41287
2190	49978	41264
2191	50004	41244
2192	50029	41223
2193	50056	41204
2194	50073	41176
2195	50092	41150
2196	50115	41128
2197	50137	41104
2198	50162	41083
2199	50185	41060
2200	50207	41037
2201	50233	41017
2202	50257	40995
2203	50282	40974
2204	50311	40956
2205	50333	40933
2206	50352	40907
2207	50375	40884
2208	50394	40858
2209	50416	40835
2210	50436	40810
2211	50461	40788
2212	50481	40763
2213	50501	40738
2214	50527	40718
2215	50551	40696
2216	50576	40675
2217	50596	40650
2218	50616	40625
2219	50637	40601
2220	50660	40578
2221	50686	40558
2222	50709	40535
2223	50731	40511
2224	50751	40487
2225	50775	40465
2226	50799	40443
2227	50822	40420
2228	50844	40397
2229	50868	40375
2230	50888	40350
2231	50912	40328
2232	50937	40307
2233	50961	40285
2234	50987	40265
2235	51008	40241
2236	51036	40222
2237	51059	40200
2238	51084	40178
2239	51111	40159
2240	51134	40136
2241	51155	40111
2242	51172	40085
2243	51191	40058
2244	51216	40038
2245	51242	40017
2246	51266	39995
2247	51286	39970
2248	51303	39943
2249	51330	39923
2250	51352	39900
2251	51377	39879
2252	51399	39855
2253	51421	39832
2254	51449	39813
2255	51476	39793
2256	51502	39773
2257	51528	39752
2258	51548	39728
2259	51570	39704
2260	51590	39679
2261	51611	39655
2262	51636	39634
2263	51659	39611
2264	51684	39590
2265	51711	39570
2266	51735	39549
2267	51759	39526
2268	51781	39503
2269	51804	39480
2270	51830	39460
2271	51850	39435
2272	51871	39411
2273	51898	39392
2274	51924	39371
2275	51945	39346
2276	51966	39322
2277	51988	39299
2278	52006	39273
2279	52025	39247
2280	52049	39225
2281	52070	39200
2282	52091	39177
2283	52115	39155
2284	52138	39132
2285	52158	39107
2286	52177	39081
2287	52201	39059
2288	52227	39039
2289	52252	39018
2290	52273	38994
2291	52297	38972
2292	52325	38953
2293	52348	38930
2294	52371	38907
2295	52394	38885
2296	52413	38859
2297	52437	38837
2298	52461	38815
2299	52481	38790
2300	52505	38768
2301	52529	38746
2302	52549	38721
2303	52568	38696
2304	52594	38675
2305	52616	38652
2306	52636	38627
2307	52659	38604
2308	52680	38580
2309	52699	38555
2310	52721	38531
2311	52746	38510
2312	52769	38487
2313	52790	38463
2314	52816	38443
2315	52836	38418
2316	52861	38397
2317	52880	38371
2318	52905	38349
2319	52928	38327
2320	52952	38305
2321	52972	38280
2322	52992	38256
2323	53012	38231
2324	53032	38206
2325	53052	38181
2326	53073	38157
2327	53099	38136
2328	53120	38112
2329	53151	38095
2330	53177	38075
2331	53203	38054
2332	53227	38032
2333	53248	38008
2334	53268	37983
2335	53295	37963
2336	53319	37942
2337	53345	37921
2338	53369	37899
2339	53391	37876
2340	53415	37854
2341	53437	37830
2342	53460	37808
2343	53485	37786
2344	53508	37763
2345	53532	37742
2346	53559	37722
2347	53581	37698
2348	53604	37675
2349	53626	37652
2350	53651	37631
2351	53677	37610
2352	53697	37586
2353	53722	37564
2354	53743	37540
2355	53765	37517
2356	53788	37494
2357	53813	37473
2358	53839	37452
2359	53868	37434
2360	53893	37412
2361	53919	37391
2362	53939	37367
2363	53959	37342
2364	53982	37319
2365	54011	37301
2366	54034	37278
2367	54055	37254
2368	54074	37229
2369	54097	37206
2370	54120	37183
2371	54141	37159
2372	54163	37136
2373	54190	37116
2374	54211	37091
2375	54236	37070
2376	54253	37043
2377	54275	37020
2378	54298	36998
2379	54322	36976
2380	54339	36949
2381	54365	36928
2382	54387	36905
2383	54412	36883
2384	54437	36862
2385	54459	36838
2386	54487	36819
2387	54510	36797
2388	54542	36780
2389	54569	36760
2390	54594	36738
2391	54618	36716
2392	54641	36693
2393	54666	36672
2394	54690	36650
2395	54719	36631
2396	54740	36607
2397	54766	36587
2398	54787	36563
2399	54811	36540
2400	54834	36518
2401	54860	36497
2402	54884	36475
2403	54910	36454
2404	54936	36433
2405	54961	36412
2406	54983	36388
2407	55004	36364
2408	55027	36342
2409	55051	36319
2410	55074	36297
2411	55098	36275
2412	55120	36251
2413	55142	36228
2414	55168	36207
2415	55188	36183
2416	55215	36162
2417	55243	36143
2418	55269	36122
2419	55294	36101
2420	55321	36081
2421	55343	36057
2422	55366	36035
2423	55390	36012
2424	55415	35991
2425	55442	35971
2426	55463	35947
2427	55486	35924
2428	55514	35905
2429	55538	35883
2430	55564	35862
2431	55585	35837
2432	55605	35813
2433	55627	35789
2434	55644	35763
2435	55663	35737
2436	55689	35717
2437	55710	35693
2438	55730	35668
2439	55756	35647
2440	55778	35624
2441	55800	35600
2442	55821	35576
2443	55849	35557
2444	55873	35535
2445	55891	35509
2446	55909	35483
2447	55937	35463
2448	55960	35440
2449	55984	35419
2450	56006	35395
2451	56031	35373
2452	56054	35351
2453	56081	35331
2454	56105	35308
2455	56125	35284
2456	56146	35259
2457	56170	35237
2458	56193	35215
2459	56214	35191
2460	56235	35167
2461	56257	35143
2462	56284	35123
2463	56305	35099
2464	56330	35077
2465	56353	35055
2466	56374	35031
2467	56395	35007
2468	56418	34984
2469	56443	34963
2470	56465	34939
2471	56490	34917
2472	56512	34894
2473	56534	34871
2474	56550	34844
2475	56570	34819
2476	56594	34797
2477	56615	34773
2478	56641	34752
2479	56670	34733
2480	56693	34710
2481	56714	34686
2482	56738	34664
2483	56764	34643
2484	56793	34624
2485	56816	34602
2486	56838	34578
2487	56862	34556
2488	56893	34538
2489	56924	34520
2490	56947	34497
2491	56975	34477
2492	56999	34455
2493	57024	34434
2494	57045	34410
2495	57067	34386
2496	57092	34365
2497	57111	34340
2498	57137	34319
2499	57165	34299
2500	57183	34273
2501	57203	34248
2502	57227	34227
2503	57257	34208
2504	57282	34186
2505	57307	34165
2506	57329	34141
2507	57351	34117
2508	57370	34092
2509	57392	34069
2510	57415	34046
2511	57434	34021
2512	57457	33998
2513	57482	33977
2514	57505	33954
2515	57535	33935
2516	57561	33914
2517	57579	33889
2518	57602	33866
2519	57623	33842
2520	57645	33818
2521	57668	33795
2522	57693	33774
2523	57718	33753
2524	57741	33730
2525	57765	33708
2526	57790	33686
2527	57813	33663
2528	57835	33640
2529	57858	33617
2530	57881	33594
2531	57905	33572
2532	57934	33552
2533	57957	33530
2534	57984	33509
2535	58009	33487
2536	58035	33466
2537	58058	33444
2538	58081	33421
2539	58107	33400
2540	58131	33378
2541	58150	33352
2542	58178	33333
2543	58203	33311
2544	58227	33289
2545	58250	33266
2546	58278	33246
2547	58315	33231
2548	58338	33208
2549	58363	33187
2550	58387	33165
2551	58408	33140
2552	58434	33119
2553	58459	33097
2554	58484	33076
2555	58513	33056
2556	58531	33031
2557	58554	33008
2558	58577	32985
2559	58598	32961
2560	58618	32937
2561	58639	32913
2562	58660	32889
2563	58684	32866
2564	58712	32846
2565	58735	32824
2566	58754	32799
2567	58777	32776
2568	58800	32753
2569	58829	32733
2570	58847	32708
2571	58865	32682
2572	58892	32661
2573	58919	32641
2574	58940	32617
2575	58957	32591
2576	58978	32567
2577	59002	32544
2578	59022	32520
2579	59050	32500
2580	59074	32478
2581	59101	32457
2582	59129	32437
2583	59149	32413
2584	59170	32389
2585	59192	32366
2586	59215	32343
2587	59238	32320
2588	59259	32296
2589	59280	32272
2590	59309	32252
2591	59333	32230
2592	59359	32209
2593	59382	32186
2594	59406	32164
2595	59431	32142
2596	59459	32122
2597	59481	32099
2598	59507	32077
2599	59530	32055
2600	59552	32031
2601	59573	32007
2602	59597	31985
2603	59621	31962
2604	59644	31940
2605	59669	31918
2606	59695	31897
2607	59719	31874
2608	59739	31850
2609	59766	31829
2610	59792	31808
2611	59818	31787
2612	59843	31765
2613	59861	31739
2614	59883	31716
2615	59906	31693
2616	59931	31671
2617	59951	31647
2618	59977	31626
2619	60001	31603
2620	60019	31578
2621	60046	31557
2622	60071	31535
2623	60094	31512
2624	60119	31490
2625	60143	31469
2626	60167	31446
2627	60193	31425
2628	60221	31405
2629	60249	31384
2630	60273	31362
2631	60302	31342
2632	60323	31318
2633	60350	31297
2634	60375	31275
2635	60398	31253
2636	60423	31231
2637	60449	31210
2638	60471	31186
2639	60490	31161
2640	60516	31140
2641	60537	31116
2642	60558	31092
2643	60579	31068
2644	60600	31044
2645	60622	31021
2646	60649	31000
2647	60675	30979
2648	60696	30955
2649	60717	30931
2650	60742	30909
2651	60767	30887
2652	60790	30865
2653	60813	30842
2654	60837	30819
2655	60865	30799
2656	60892	30778
2657	60919	30757
2658	60941	30734
2659	60963	30710
2660	60985	30687
2661	61006	30663
2662	61032	30642
2663	61054	30618
2664	61076	30595
2665	61099	30572
2666	61121	30549
2667	61145	30526
2668	61168	30503
2669	61192	30481
2670	61219	30460
2671	61244	30439
2672	61267	30415
2673	61292	30393
2674	61314	30370
2675	61339	30348
2676	61360	30324
2677	61381	30301
2678	61402	30277
2679	61424	30254
2680	61447	30230
2681	61471	30208
2682	61498	30187
2683	61521	30164
2684	61541	30140
2685	61558	30114
2686	61584	30093
2687	61610	30071
2688	61633	30049
2689	61657	30026
2690	61683	30005
2691	61707	29982
2692	61727	29958
2693	61747	29933
2694	61770	29910
2695	61791	29887
2696	61815	29864
2697	61842	29843
2698	61864	29820
2699	61887	29797
2700	61907	29773
2701	61933	29752
2702	61958	29729
2703	61984	29708
2704	62009	29686
2705	62029	29662
2706	62051	29639
2707	62077	29617
2708	62102	29595
2709	62129	29574
2710	62157	29554
2711	62180	29531
2712	62203	29508
2713	62225	29484
2714	62245	29460
2715	62266	29436
2716	62290	29414
2717	62318	29393
2718	62345	29372
2719	62366	29349
2720	62389	29325
2721	62411	29302
2722	62438	29281
2723	62462	29259
2724	62484	29235
2725	62504	29211
2726	62525	29187
2727	62547	29164
2728	62567	29140
2729	62593	29118
2730	62621	29097
2731	62645	29075
2732	62669	29052
2733	62695	29031
2734	62718	29008
2735	62744	28987
2736	62771	28965
2737	62799	28945
2738	62825	28923
2739	62848	28901
2740	62873	28879
2741	62895	28855
2742	62917	28832
2743	62940	28809
2744	62963	28786
2745	62984	28762
2746	63008	28740
2747	63027	28715
2748	63054	28694
2749	63074	28670
2750	63099	28648
2751	63123	28625
2752	63149	28604
2753	63173	28581
2754	63196	28558
2755	63220	28536
2756	63239	28511
2757	63267	28491
2758	63292	28468
2759	63317	28446
2760	63340	28423
2761	63364	28401
2762	63390	28380
2763	63415	28358
2764	63448	28339
2765	63475	28318
2766	63498	28295
2767	63522	28272
2768	63546	28250
2769	63571	28228
2770	63596	28206
2771	63623	28185
2772	63649	28163
2773	63671	28140
2774	63691	28115
2775	63713	28092
2776	63736	28069
2777	63760	28047
2778	63786	28025
2779	63811	28003
2780	63833	27980
2781	63858	27958
2782	63882	27935
2783	63903	27911
2784	63930	27890
2785	63957	27869
2786	63983	27848
2787	64011	27827
2788	64034	27804
2789	64061	27782
2790	64085	27760
2791	64105	27736
2792	64129	27713
2793	64152	27690
2794	64179	27669
2795	64207	27648
2796	64227	27624
2797	64249	27600
2798	64272	27578
2799	64296	27555
2800	64319	27532
2801	64337	27507
2802	64361	27485
2803	64383	27461
2804	64402	27436
2805	64427	27414
2806	64455	27393
2807	64480	27372
2808	64504	27349
2809	64531	27328
2810	64551	27304
2811	64573	27280
2812	64595	27257
2813	64615	27232
2814	64641	27211
2815	64666	27189
2816	64688	27165
2817	64708	27141
2818	64735	27120
2819	64759	27098
2820	64784	27075
2821	64810	27054
2822	64832	27030
2823	64856	27008
2824	64884	26987
2825	64906	26964
2826	64933	26942
2827	64959	26920
2828	64981	26897
2829	65000	26872
2830	65019	26848
2831	65035	26822
2832	65055	26798
2833	65081	26776
2834	65106	26754
2835	65128	26731
2836	65151	26708
2837	65177	26686
2838	65202	26664
2839	65224	26640
2840	65246	26617
2841	65267	26594
2842	65296	26573
2843	65320	26550
2844	65341	26527
2845	65365	26504
2846	65386	26480
2847	65411	26458
2848	65433	26435
2849	65459	26413
2850	65483	26390
2851	65504	26367
2852	65526	26343
2853	65554	26323
2854	65581	26301
2855	65608	26279
2856	65633	26257
2857	65651	26232
2858	65675	26210
2859	65695	26186
2860	65720	26164
2861	65741	26140
2862	65769	26119
2863	65795	26097
2864	65820	26075
2865	65845	26053
2866	65869	26030
2867	65891	26007
2868	65915	25984
2869	65938	25961
2870	65960	25938
2871	65984	25915
2872	66008	25893
2873	66029	25869
2874	66048	25845
2875	66073	25822
2876	66097	25800
2877	66118	25776
2878	66143	25754
2879	66162	25729
2880	66185	25706
2881	66207	25683
2882	66234	25662
2883	66256	25638
2884	66283	25617
2885	66308	25595
2886	66327	25570
2887	66347	25546
2888	66373	25524
2889	66397	25502
2890	66425	25480
2891	66451	25459
2892	66476	25437
2893	66499	25414
2894	66530	25394
2895	66557	25372
2896	66583	25350
2897	66614	25330
2898	66638	25308
2899	66659	25284
2900	66683	25261
2901	66707	25239
2902	66732	25217
2903	66758	25195
2904	66777	25170
2905	66800	25148
2906	66819	25123
2907	66843	25100
2908	66866	25077
2909	66888	25054
2910	66911	25031
2911	66935	25008
2912	66961	24986
2913	66984	24964
2914	67012	24942
2915	67039	24921
2916	67064	24899
2917	67086	24875
2918	67111	24853
2919	67131	24829
2920	67155	24806
2921	67182	24785
2922	67206	24762
2923	67229	24739
2924	67253	24717
2925	67278	24694
2926	67300	24671
2927	67325	24649
2928	67349	24626
2929	67375	24604
2930	67395	24580
2931	67418	24557
2932	67445	24536
2933	67472	24514
2934	67495	24491
2935	67516	24467
2936	67539	24444
2937	67563	24422
2938	67582	24397
2939	67611	24377
2940	67633	24353
2941	67655	24330
2942	67677	24306
2943	67703	24284
2944	67733	24264
2945	67758	24242
2946	67781	24219
2947	67803	24195
2948	67829	24174
2949	67852	24150
2950	67871	24126
2951	67901	24106
2952	67926	24083
2953	67951	24061
2954	67977	24039
2955	67998	24015
2956	68020	23992
2957	68047	23970
2958	68072	23948
2959	68094	23925
2960	68120	23903
2961	68147	23881
2962	68173	23859
2963	68193	23835
2964	68221	23814
2965	68248	23792
2966	68271	23769
2967	68292	23745
2968	68319	23724
2969	68345	23702
2970	68373	23680
2971	68391	23656
2972	68413	23632
2973	68437	23610
2974	68461	23587
2975	68478	23562
2976	68499	23538
2977	68522	23515
2978	68547	23493
2979	68572	23470
2980	68596	23448
2981	68619	23425
2982	68644	23403
2983	68668	23380
2984	68689	23356
2985	68714	23334
2986	68738	23311
2987	68767	23290
2988	68794	23269
2989	68815	23245
2990	68839	23222
2991	68864	23200
2992	68892	23178
2993	68920	23157
2994	68942	23134
2995	68969	23112
2996	68994	23090
2997	69020	23068
2998	69048	23046
2999	69074	23024
3000	69098	23002
3001	69122	22979
3002	69147	22957
3003	69174	22935
3004	69202	22914
3005	69231	22892
3006	69253	22869
3007	69275	22846
3008	69304	22825
3009	69331	22803
3010	69357	22781
3011	69379	22758
3012	69402	22734
3013	69428	22712
3014	69454	22690
3015	69481	22669
3016	69504	22646
3017	69534	22625
3018	69561	22603
3019	69583	22580
3020	69608	22557
3021	69628	22533
3022	69651	22510
3023	69675	22488
3024	69695	22463
3025	69720	22441
3026	69744	22418
3027	69768	22396
3028	69793	22373
3029	69818	22350
3030	69845	22329
3031	69874	22308
3032	69896	22284
3033	69919	22261
3034	69947	22240
3035	69970	22217
3036	70001	22196
3037	70024	22173
3038	70046	22150
3039	70068	22126
3040	70097	22105
3041	70125	22084
3042	70154	22062
3043	70180	22041
3044	70200	22017
3045	70232	21996
3046	70259	21974
3047	70281	21951
3048	70305	21928
3049	70330	21906
3050	70351	21882
3051	70370	21858
3052	70398	21836
3053	70423	21814
3054	70447	21791
3055	70467	21767
3056	70493	21745
3057	70519	21723
3058	70542	21700
3059	70566	21677
3060	70587	21653
3061	70611	21630
3062	70638	21608
3063	70660	21585
3064	70684	21562
3065	70708	21539
3066	70734	21517
3067	70758	21495
3068	70783	21472
3069	70804	21448
3070	70823	21424
3071	70845	21401
3072	70867	21377
3073	70889	21354
3074	70911	21331
3075	70935	21308
3076	70961	21286
3077	70984	21263
3078	71008	21240
3079	71031	21217
3080	71056	21194
3081	71077	21171
3082	71103	21148
3083	71125	21125
3084	71146	21101
3085	71169	21078
3086	71194	21056
3087	71220	21034
3088	71242	21010
3089	71265	20987
3090	71289	20964
3091	71309	20940
3092	71334	20918
3093	71358	20895
3094	71384	20873
3095	71408	20850
3096	71436	20828
3097	71459	20805
3098	71482	20782
3099	71505	20759
3100	71529	20736
3101	71554	20714
3102	71581	20692
3103	71600	20668
3104	71625	20645
3105	71642	20621
3106	71664	20597
3107	71690	20575
3108	71718	20553
3109	71741	20530
3110	71766	20508
3111	71793	20486
3112	71819	20463
3113	71837	20439
3114	71859	20415
3115	71885	20393
3116	71907	20370
3117	71930	20347
3118	71955	20324
3119	71982	20302
3120	72006	20279
3121	72031	20257
3122	72054	20234
3123	72080	20211
3124	72105	20189
3125	72126	20165
3126	72149	20142
3127	72167	20118
3128	72190	20095
3129	72217	20073
3130	72240	20050
3131	72268	20028
3132	72291	20005
3133	72313	19982
3134	72338	19959
3135	72359	19935
3136	72387	19913
3137	72411	19891
3138	72434	19868
3139	72454	19844
3140	72479	19821
3141	72501	19798
3142	72523	19774
3143	72545	19751
3144	72569	19728
3145	72592	19705
3146	72619	19683
3147	72645	19661
3148	72664	19637
3149	72689	19614
3150	72713	19591
3151	72736	19568
3152	72757	19545
3153	72778	19521
3154	72799	19497
3155	72816	19473
3156	72839	19449
3157	72864	19427
3158	72889	19404
3159	72915	19382
3160	72937	19359
3161	72968	19338
3162	72991	19315
3163	73015	19292
3164	73038	19269
3165	73056	19244
3166	73083	19222
3167	73104	19199
3168	73127	19175
3169	73149	19152
3170	73168	19128
3171	73192	19105
3172	73215	19082
3173	73239	19059
3174	73261	19036
3175	73281	19012
3176	73305	18989
3177	73328	18966
3178	73349	18943
3179	73374	18920
3180	73394	18896
3181	73415	18873
3182	73439	18850
3183	73460	18826
3184	73482	18803
3185	73511	18781
3186	73536	18758
3187	73560	18736
3188	73581	18712
3189	73599	18688
3190	73620	18664
3191	73645	18642
3192	73670	18619
3193	73693	18596
3194	73715	18573
3195	73733	18548
3196	73759	18526
3197	73789	18505
3198	73812	18482
3199	73834	18458
3200	73857	18435
3201	73880	18412
3202	73902	18389
3203	73923	18365
3204	73951	18343
3205	73976	18320
3206	73998	18297
3207	74020	18274
3208	74043	18251
3209	74069	18229
3210	74094	18206
3211	74122	18184
3212	74145	18161
3213	74169	18138
3214	74193	18115
3215	74216	18092
3216	74238	18069
3217	74264	18046
3218	74288	18024
3219	74314	18001
