iter	RMSE
169	9827.076645
170	9816.560073
171	9807.001763
172	9796.443626
173	9788.435877
174	9782.874728
175	9767.800197
176	9760.152476
177	9722.812202
178	9708.595862
179	9702.879832
180	9693.910023
181	9684.677548
182	9675.788872
183	9672.593568
184	9665.459932
185	9660.306266
186	9656.301414
187	9650.173913
188	9628.244131
189	9622.273637
190	9610.844923
191	9585.755989
192	9580.127423
193	9570.779229
194	9564.697203
195	9550.146949
196	9547.812475
197	9538.440833
198	9508.851936
199	9500.259941
200	9497.537853
201	9487.688211
202	9478.623457
203	9469.729224
204	9465.266732
205	9453.33936
206	9431.048282
207	9428.260082
208	9423.5627
209	9419.810299
210	9412.609312
211	9409.1943
212	9405.809887
213	9391.996995
214	9388.843701
215	9385.161365
216	9380.126959
217	9366.889729
218	9350.886914
219	9347.735007
220	9307.119284
221	9270.497707
222	9256.968925
223	9251.512183
224	9244.506348
225	9231.296701
226	9223.601082
227	9209.024442
228	9196.085592
229	9170.201718
230	9141.885223
231	9130.874265
232	9126.549207
233	9118.722967
234	9117.743579
235	9112.689361
236	9112.430376
237	9110.056913
238	9106.282202
239	9103.314252
240	9099.962203
241	9072.099626
242	9067.933672
243	9060.929897
244	9057.190998
245	9055.051484
246	9044.684122
247	9041.284706
248	9041.139208
249	9036.474931
250	9032.635528
251	9029.325544
252	9020.306048
253	9013.055237
254	9010.697537
255	9008.791937
256	9006.473099
257	8992.377835
258	8972.116485
259	8965.771099
260	8956.512868
261	8947.517988
262	8939.310493
263	8925.006506
264	8919.227967
265	8903.01473
266	8884.437278
267	8858.086266
268	8850.289286
269	8845.855252
270	8844.508687
271	8833.86397
272	8825.984197
273	8821.875786
274	8816.12589
275	8808.577503
276	8805.948876
277	8803.687159
278	8798.548968
279	8785.926296
280	8782.55743
281	8780.969342
282	8773.1022
283	8770.58976
284	8766.288249
285	8764.739921
286	8762.041182
287	8757.245757
288	8753.923682
289	8750.557569
290	8742.881622
291	8740.31359
292	8739.195524
293	8736.560711
294	8734.274905
295	8724.901371
296	8720.509054
297	8718.597683
298	8714.82809
299	8712.924065
300	8709.794652
301	8702.255219
302	8693.037035
303	8685.498653
304	8680.354981
305	8677.233133
306	8675.630284
307	8669.111887
308	8658.200067
309	8652.579136
310	8649.605944
311	8642.023902
312	8633.414502
313	8631.169117
314	8626.21002
315	8615.828955
316	8607.916907
317	8604.401283
318	8598.23439
319	8587.904607
320	8585.528149
321	8583.449662
322	8577.460141
323	8569.446939
324	8566.540609
325	8560.172779
326	8555.379211
327	8548.714077
328	8547.923371
329	8536.008045
330	8534.571658
331	8533.434573
332	8530.377226
333	8525.948253
334	8520.431287
335	8519.557196
336	8511.368434
337	8502.228833
338	8500.426071
339	8497.99075
340	8495.589561
341	8493.026508
342	8486.091854
343	8474.76351
344	8472.654906
345	8469.139118
346	8465.419732
347	8463.051847
348	8457.885012
349	8454.810045
350	8448.687133
351	8442.554713
352	8440.860421
353	8436.515026
354	8432.314942
355	8426.546721
356	8425.808438
357	8419.561546
358	8409.552797
359	8408.054103
360	8407.611439
361	8405.10766
362	8400.726373
363	8399.84322
364	8395.447721
365	8393.029937
366	8388.692063
367	8374.649335
368	8373.427948
369	8372.025411
370	8370.555348
371	8369.303121
372	8367.26423
373	8363.346939
374	8354.504983
375	8348.337969
376	8346.111142
377	8341.44287
378	8339.965706
379	8339.310815
380	8336.481196
381	8335.081424
382	8333.659172
383	8333.004641
384	8332.297005
385	8331.339846
386	8329.400803
387	8323.549699
388	8316.804223
389	8316.37042
390	8313.611895
391	8301.209951
392	8298.57956
393	8296.37891
394	8295.007612
395	8293.444374
396	8291.762178
397	8291.613846
398	8278.512359
399	8270.764265
400	8265.337916
401	8262.298295
402	8257.638764
403	8255.650025
404	8253.342469
405	8252.103127
406	8250.757309
407	8249.772973
408	8241.743957
409	8240.49941
410	8237.429417
411	8234.376896
412	8232.626769
413	8231.469629
414	8225.723089
415	8222.681397
416	8222.239592
417	8213.282189
418	8207.672767
419	8202.671466
420	8199.951209
421	8191.603978
422	8190.404915
423	8189.465997
424	8183.781007
425	8171.588186
426	8169.699809
427	8165.282585
428	8163.765686
429	8161.581538
430	8159.173537
431	8155.821162
432	8153.803216
433	8153.064285
434	8132.299618
435	8125.9258
436	8124.041291
437	8120.68846
438	8115.253134
439	8113.678551
440	8111.425539
441	8111.013716
442	8109.408855
443	8108.538819
444	8102.149829
445	8091.351516
446	8090.346904
447	8082.462978
448	8080.005809
449	8079.323668
450	8077.447706
451	8076.926013
452	8074.401814
453	8071.772595
454	8067.152385
455	8066.141224
456	8064.644578
457	8049.763346
458	8048.254352
459	8041.579853
460	8037.772172
461	8037.344598
462	8031.40279
463	8030.991302
464	8025.610278
465	8024.700947
466	8021.919896
467	8016.000454
468	8015.799432
469	8013.495323
470	8010.185677
471	8005.787758
472	7994.301442
473	7992.327911
474	7988.954609
475	7988.678382
476	7986.86058
477	7986.398588
478	7985.326307
479	7983.603748
480	7982.79324
481	7975.286213
482	7973.526164
483	7971.531837
484	7966.970286
485	7965.105458
486	7963.851701
487	7960.488723
488	7959.534778
489	7954.730171
490	7953.059259
491	7951.178614
492	7950.346416
493	7950.006516
494	7941.864773
495	7940.990296
496	7939.091076
497	7938.095488
498	7934.994758
499	7931.236592
500	7928.961414
501	7928.526174
502	7925.011456
503	7921.838102
504	7921.493379
505	7920.898855
506	7920.140445
507	7917.033583
508	7916.200047
509	7914.120102
510	7911.234388
511	7910.202844
512	7909.58178
513	7907.016784
514	7905.70331
515	7903.973321
516	7903.698184
517	7901.19264
518	7897.365122
519	7896.69068
520	7893.563297
521	7889.243612
522	7884.49248
523	7877.624926
524	7876.045384
525	7872.969572
526	7870.090965
527	7865.852207
528	7854.258832
529	7852.149313
530	7851.252585
531	7850.539669
532	7849.288051
533	7848.797522
534	7843.02878
535	7842.881508
536	7840.37608
537	7839.535303
538	7837.777974
539	7837.012885
540	7836.146271
541	7835.476569
542	7835.068441
543	7834.789064
544	7830.385965
545	7828.32967
546	7826.988416
547	7825.423708
548	7824.796827
549	7823.28682
550	7819.473142
551	7817.948426
552	7816.022957
553	7815.393497
554	7810.751714
555	7802.287837
556	7798.212002
557	7797.045258
558	7793.815226
559	7793.413608
560	7791.269313
561	7788.512933
562	7787.887658
563	7781.101153
564	7778.463999
565	7777.149442
566	7773.806127
567	7773.014103
568	7766.034198
569	7763.901626
570	7761.483696
571	7761.0703
572	7759.276822
573	7757.510962
574	7757.20903
575	7755.396732
576	7753.760566
577	7752.169582
578	7752.149807
579	7748.005267
580	7746.698886
581	7746.13973
582	7743.318944
583	7742.516434
584	7740.87248
585	7739.747298
586	7738.967911
587	7737.447604
588	7736.54311
589	7733.457452
590	7733.087274
591	7730.262878
592	7725.884189
593	7723.925846
594	7722.47344
595	7717.967465
596	7717.04221
597	7715.219552
598	7714.84411
599	7713.868336
600	7711.746302
601	7702.456742
602	7702.180192
603	7695.246991
604	7692.79497
605	7690.254321
606	7689.720036
607	7688.995157
608	7688.386596
609	7686.268194
610	7684.739549
611	7684.246171
612	7680.347903
613	7678.932055
614	7678.575267
615	7675.553391
616	7674.535692
617	7674.315738
618	7672.91713
619	7671.806842
620	7671.091424
621	7667.295734
622	7664.792679
623	7664.192662
624	7663.47723
625	7658.864399
626	7656.815817
627	7652.967861
628	7649.128922
629	7648.650493
630	7648.468947
631	7645.825446
632	7643.931474
633	7642.441941
634	7640.114358
635	7638.589545
636	7632.701865
637	7631.779118
638	7631.055977
639	7630.557492
640	7629.779801
641	7628.443126
642	7627.496495
643	7621.063955
644	7619.627733
645	7618.629236
646	7614.710719
647	7610.173496
648	7607.754505
649	7600.592116
650	7599.663828
651	7599.121063
652	7598.311534
653	7597.455934
654	7596.003281
655	7595.410033
656	7594.817677
657	7593.67414
658	7592.787499
659	7585.961799
660	7584.852413
661	7583.521688
662	7582.640206
663	7581.024126
664	7576.366269
665	7576.000886
666	7575.022993
667	7574.864156
668	7572.122455
669	7570.336486
670	7568.929732
671	7568.798557
672	7566.887661
673	7566.085285
674	7562.179376
675	7561.237886
676	7558.231358
677	7553.431779
678	7552.805215
679	7550.810482
680	7547.600241
681	7544.93392
682	7542.819657
683	7542.315341
684	7542.094603
685	7539.743135
686	7538.515579
687	7536.272031
688	7535.800392
689	7535.636707
690	7524.381928
691	7523.882773
692	7523.800564
693	7517.561221
694	7514.122096
695	7512.500292
696	7512.04733
697	7505.864236
698	7505.108062
699	7504.381503
700	7503.262905
701	7502.825778
702	7502.384824
703	7501.97687
704	7501.35076
705	7499.352324
706	7497.269904
707	7495.97761
708	7493.836452
709	7493.0322
710	7492.662278
711	7491.305896
712	7491.052484
713	7489.797195
714	7486.869592
715	7485.870293
716	7468.730258
717	7466.942475
718	7455.262665
719	7454.523596
720	7454.299302
721	7451.071403
722	7449.898624
723	7448.206117
724	7447.749484
725	7446.54219
726	7446.393539
727	7445.022024
728	7444.024531
729	7442.899497
730	7441.864114
731	7441.511289
732	7439.046559
733	7437.651162
734	7436.356177
735	7436.087949
736	7435.28656
737	7434.735631
738	7432.30175
739	7430.661609
740	7427.264804
741	7426.670317
742	7425.357814
743	7425.036613
744	7424.20234
745	7422.985454
746	7420.630832
747	7418.101495
748	7417.103986
749	7416.88529
750	7413.429997
751	7411.657013
752	7411.09639
753	7408.840482
754	7405.501063
755	7401.427566
756	7399.809006
757	7394.080023
758	7393.583402
759	7392.198713
760	7392.118416
761	7391.607435
762	7391.242082
763	7390.748888
764	7389.257288
765	7387.470299
766	7385.450943
767	7384.29695
768	7379.735451
769	7377.89832
770	7372.724839
771	7371.88779
772	7371.27989
773	7370.910869
774	7369.517325
775	7368.799409
776	7365.993835
777	7364.641232
778	7362.764989
779	7362.5103
780	7360.762345
781	7357.980838
782	7356.735068
783	7355.758801
784	7355.37737
785	7353.721041
786	7351.624041
787	7350.505719
788	7349.634125
789	7349.249951
790	7347.516793
791	7347.149248
792	7344.219633
793	7343.827894
794	7342.210231
795	7341.220135
796	7340.350109
797	7339.512282
798	7339.134621
799	7323.824814
800	7322.596115
801	7321.658631
802	7318.164466
803	7314.625255
804	7313.043056
805	7311.458321
806	7304.681354
807	7302.862443
808	7299.145115
809	7298.195582
810	7296.983819
811	7296.172772
812	7295.965109
813	7295.515317
814	7292.38897
815	7291.291878
816	7290.024442
817	7287.589438
818	7286.891826
819	7284.301124
820	7281.185874
821	7277.278915
822	7275.98699
823	7275.004053
824	7272.849553
825	7268.465313
826	7266.554425
827	7265.196312
828	7264.65702
829	7261.829375
830	7260.423732
831	7257.245181
832	7257.015035
833	7256.633818
834	7256.41569
835	7255.692479
836	7247.519165
837	7245.902633
838	7243.580513
839	7243.052408
840	7241.97024
841	7240.529723
842	7240.275658
843	7239.558714
844	7236.343162
845	7235.733482
846	7234.912858
847	7232.956387
848	7227.439194
849	7221.639372
850	7219.993098
851	7219.096117
852	7213.213722
853	7212.755804
854	7208.247723
855	7207.035677
856	7204.197786
857	7203.853116
858	7197.679171
859	7195.519354
860	7193.624771
861	7192.874182
862	7192.041976
863	7190.049296
864	7183.087312
865	7182.17232
866	7179.92641
867	7178.872963
868	7178.274046
869	7177.839725
870	7177.596852
871	7177.461505
872	7174.613655
873	7172.697645
874	7172.512999
875	7171.942879
876	7171.791269
877	7171.24371
878	7170.556157
879	7165.392432
880	7162.94318
881	7160.109721
882	7159.657618
883	7158.654972
884	7158.34571
885	7154.662916
886	7153.789886
887	7151.865057
888	7151.719503
889	7150.785042
890	7149.663229
891	7149.287008
892	7145.543917
893	7144.666779
894	7143.182684
895	7142.240119
896	7140.68188
897	7136.687513
898	7133.769666
899	7133.291155
900	7132.465991
901	7130.812379
902	7129.22539
903	7129.025616
904	7126.578873
905	7125.984816
906	7125.857744
907	7124.813065
908	7124.373984
909	7124.051974
910	7123.669396
911	7123.085606
912	7122.102089
913	7121.12169
914	7120.29812
915	7117.435663
916	7115.120217
917	7112.733347
918	7112.243396
919	7111.739375
920	7111.267402
921	7109.403269
922	7108.739323
923	7108.175623
924	7107.393188
925	7104.524277
926	7103.276465
927	7102.253562
928	7101.994299
929	7101.509882
930	7100.555258
931	7098.711915
932	7098.179562
933	7097.590411
934	7097.266934
935	7096.37554
936	7095.279291
937	7094.802204
938	7093.796673
939	7093.500665
940	7092.409752
941	7091.702994
942	7090.891091
943	7090.604514
944	7089.838997
945	7089.099295
946	7084.52385
947	7082.440769
948	7082.061228
949	7081.306366
950	7080.053959
951	7075.211665
952	7073.687295
953	7073.436057
954	7072.561318
955	7072.193094
956	7070.886133
957	7070.596981
958	7070.227898
959	7068.661603
960	7064.689845
961	7062.706157
962	7062.327071
963	7061.949984
964	7061.498159
965	7056.602211
966	7055.999231
967	7054.304447
968	7053.924909
969	7053.08667
970	7051.957656
971	7049.406285
972	7049.155699
973	7046.75888
974	7045.352073
975	7045.198246
976	7043.584628
977	7043.54768
978	7042.633035
979	7042.008609
980	7040.366917
981	7039.816226
982	7039.415396
983	7038.96567
984	7033.039063
985	7032.427726
986	7032.103026
987	7031.064192
988	7030.764782
989	7029.702422
990	7028.396183
991	7026.369016
992	7025.538145
993	7024.569643
994	7024.097143
995	7023.617759
996	7022.986566
997	7022.605082
998	7022.40659
999	7022.225353
1000	7021.898913
1001	7021.567126
1002	7021.28356
1003	7020.756252
1004	7020.301776
1005	7019.884089
1006	7019.502437
1007	7018.695133
1008	7016.261487
1009	7015.771659
1010	7015.747268
1011	7014.2608
1012	7013.828776
1013	7013.014211
1014	7012.857387
1015	7010.455785
1016	7010.353317
1017	7009.453667
1018	7008.509394
1019	7007.623752
1020	7006.315687
1021	7005.923372
1022	7004.114166
1023	7003.407915
1024	7002.975221
1025	6997.821056
1026	6996.299697
1027	6995.82223
1028	6992.425258
1029	6992.165492
1030	6991.864162
1031	6991.626046
1032	6990.238743
1033	6984.844488
1034	6974.24563
1035	6972.107613
1036	6970.596241
1037	6963.668011
1038	6959.044165
1039	6958.441696
1040	6957.167939
1041	6956.351096
1042	6955.059016
1043	6953.644167
1044	6950.555362
1045	6946.141426
1046	6944.319469
1047	6943.841508
1048	6941.865398
1049	6941.076286
1050	6938.626462
1051	6938.21953
1052	6936.84827
1053	6936.746256
1054	6936.309147
1055	6934.418288
1056	6934.106737
1057	6930.097217
1058	6926.491734
1059	6926.011513
1060	6925.80665
1061	6924.137664
1062	6922.604489
1063	6922.119621
1064	6921.832753
1065	6920.548137
1066	6920.429141
1067	6917.527526
1068	6917.419816
1069	6917.065237
1070	6913.29568
1071	6911.867898
1072	6911.193486
1073	6910.683056
1074	6910.229595
1075	6909.735861
1076	6909.140187
1077	6908.956754
1078	6908.772283
1079	6907.885982
1080	6907.449885
1081	6906.649356
1082	6904.897005
1083	6900.839001
1084	6900.697193
1085	6899.82613
1086	6899.767228
1087	6899.135297
1088	6899.006889
1089	6898.724227
1090	6898.594261
1091	6896.990796
1092	6895.895937
1093	6895.324918
1094	6893.477118
1095	6893.197332
1096	6892.895813
1097	6892.710654
1098	6892.465492
1099	6892.163682
1100	6891.407677
1101	6890.733332
1102	6890.329522
1103	6890.203277
1104	6889.138388
1105	6886.412287
1106	6886.183208
1107	6886.011329
1108	6882.743519
1109	6882.551353
1110	6881.374933
1111	6880.299351
1112	6879.086269
1113	6878.457621
1114	6878.343857
1115	6877.632207
1116	6877.387544
1117	6877.059671
1118	6876.214647
1119	6874.19913
1120	6872.39104
1121	6871.499528
1122	6871.070201
1123	6870.748254
1124	6869.75793
1125	6867.944259
1126	6866.612181
1127	6865.686427
1128	6864.319893
1129	6862.925297
1130	6862.674655
1131	6859.378837
1132	6858.506425
1133	6858.098117
1134	6857.867313
1135	6857.678349
1136	6857.294947
1137	6857.045659
1138	6855.1826
1139	6853.221761
1140	6852.991312
1141	6852.241391
1142	6852.089211
1143	6851.83323
1144	6849.48473
1145	6847.346286
1146	6846.512434
1147	6846.015928
1148	6844.700937
1149	6843.602139
1150	6841.74011
1151	6841.549398
1152	6840.915477
1153	6840.372702
1154	6839.606802
1155	6839.408994
1156	6838.055977
1157	6834.871123
1158	6834.70995
1159	6833.962717
1160	6833.099321
1161	6832.666016
1162	6832.264252
1163	6831.42856
1164	6827.26945
1165	6826.300759
1166	6825.582376
1167	6825.441616
1168	6823.932239
1169	6823.637586
1170	6822.804233
1171	6821.557932
1172	6819.000866
1173	6817.003472
1174	6816.532796
1175	6814.528662
1176	6814.016746
1177	6813.719571
1178	6812.535189
1179	6812.29002
1180	6811.847018
1181	6810.275476
1182	6810.065823
1183	6805.501838
1184	6804.683553
1185	6804.402736
1186	6803.752254
1187	6803.438649
1188	6799.91595
1189	6799.332676
1190	6797.568918
1191	6793.90386
1192	6792.77113
1193	6791.798306
1194	6791.201474
1195	6790.154134
1196	6789.976149
1197	6789.411187
1198	6788.760581
1199	6788.350179
1200	6787.994898
1201	6787.943167
1202	6786.323539
1203	6786.168831
1204	6785.411524
1205	6785.097859
1206	6784.658861
1207	6782.485261
1208	6782.246364
1209	6781.638966
1210	6778.753673
1211	6778.652173
1212	6778.089948
1213	6777.791461
1214	6775.56462
1215	6775.181307
1216	6774.593272
1217	6774.082811
1218	6773.412312
1219	6773.131251
1220	6772.414599
1221	6772.189033
1222	6771.256688
1223	6770.973168
1224	6770.767826
1225	6770.217584
1226	6769.580143
1227	6768.064366
1228	6767.765963
1229	6766.552464
1230	6765.409358
1231	6764.942207
1232	6764.720872
1233	6764.132982
1234	6761.445323
1235	6760.638316
1236	6760.223306
1237	6759.649001
1238	6758.942786
1239	6755.542007
1240	6754.422899
1241	6753.248442
1242	6753.086378
1243	6751.666165
1244	6750.193105
1245	6748.869744
1246	6747.507026
1247	6746.651852
1248	6744.155984
1249	6744.008238
1250	6743.281881
1251	6742.854965
1252	6742.354791
1253	6742.205419
1254	6741.277917
1255	6740.315114
1256	6740.08107
1257	6737.296508
1258	6737.048336
1259	6736.738505
1260	6736.515714
1261	6735.212426
1262	6733.283096
1263	6732.595296
1264	6732.496277
1265	6732.349598
1266	6731.891274
1267	6730.450964
1268	6730.293647
1269	6730.04866
1270	6728.570867
1271	6727.191584
1272	6725.715549
1273	6724.08756
1274	6722.742356
1275	6722.171212
1276	6721.838951
1277	6721.399004
1278	6721.061135
1279	6719.6506
1280	6716.611561
1281	6716.522391
1282	6714.53619
1283	6713.338028
1284	6712.973731
1285	6712.698902
1286	6712.174705
1287	6711.417017
1288	6709.642369
1289	6709.287967
1290	6708.856231
1291	6708.309679
1292	6708.265039
1293	6707.75644
1294	6707.101103
1295	6706.936063
1296	6706.045413
1297	6705.609215
1298	6705.071969
1299	6704.441096
1300	6704.339799
1301	6704.218827
1302	6704.065414
1303	6703.639457
1304	6703.378339
1305	6702.474186
1306	6701.877112
1307	6697.640215
1308	6697.177918
1309	6695.865642
1310	6695.760755
1311	6694.741884
1312	6690.905417
1313	6689.622553
1314	6687.863443
1315	6686.695955
1316	6685.934846
1317	6684.935009
1318	6684.363302
1319	6682.415023
1320	6681.842033
1321	6680.432023
1322	6680.258319
1323	6676.40632
1324	6675.403721
1325	6673.946412
1326	6673.538832
1327	6672.085124
1328	6670.395678
1329	6667.939434
1330	6667.390063
1331	6666.930482
1332	6665.732052
1333	6665.240532
1334	6665.059211
1335	6664.784011
1336	6663.988302
1337	6662.599662
1338	6662.199147
1339	6660.961064
1340	6659.201878
1341	6655.520349
1342	6654.883706
1343	6653.810356
1344	6653.754634
1345	6653.672391
1346	6653.380378
1347	6653.009851
1348	6652.888481
1349	6652.019267
1350	6651.685109
1351	6651.221495
1352	6651.126088
1353	6649.732081
1354	6649.051187
1355	6647.249699
1356	6646.448672
1357	6646.325573
1358	6645.90879
1359	6644.498934
1360	6643.917576
1361	6643.654379
1362	6641.783529
1363	6640.893267
1364	6640.331727
1365	6637.629655
1366	6635.952658
1367	6635.788534
1368	6634.423814
1369	6634.300761
1370	6634.005208
1371	6633.268687
1372	6632.857802
1373	6632.428347
1374	6631.981931
1375	6631.637356
1376	6631.175566
1377	6629.485643
1378	6628.869625
1379	6628.570872
1380	6627.248508
1381	6626.191125
1382	6625.357151
1383	6624.537871
1384	6623.611114
1385	6623.392323
1386	6623.036536
1387	6622.172017
1388	6622.063271
1389	6621.888844
1390	6619.879635
1391	6619.453646
1392	6619.087953
1393	6618.806263
1394	6616.240615
1395	6616.022388
1396	6615.522325
1397	6615.285212
1398	6611.212022
1399	6610.384517
1400	6610.056883
1401	6609.54666
1402	6608.945506
1403	6608.504517
1404	6608.146849
1405	6606.497443
1406	6606.209011
1407	6604.053871
1408	6603.676258
1409	6601.719557
1410	6597.944629
1411	6594.347025
1412	6592.246683
1413	6591.321335
1414	6588.443059
1415	6588.083762
1416	6587.401907
1417	6586.08102
1418	6585.914029
1419	6585.371891
1420	6584.860567
1421	6582.602579
1422	6581.463815
1423	6580.958688
1424	6580.746876
1425	6580.229504
1426	6580.007373
1427	6579.771961
1428	6579.46827
1429	6579.229316
1430	6578.545732
1431	6577.858011
1432	6577.328487
1433	6576.212392
1434	6575.990668
1435	6575.71662
1436	6574.278698
1437	6573.644491
1438	6572.101696
1439	6571.430932
1440	6570.320617
1441	6570.181984
1442	6569.490132
1443	6568.812317
1444	6568.175141
1445	6568.072557
1446	6567.27083
1447	6566.277627
1448	6566.19293
1449	6565.986342
1450	6565.386358
1451	6565.202008
1452	6564.610912
1453	6564.493339
1454	6564.072445
1455	6561.612259
1456	6561.443288
1457	6560.696448
1458	6559.999519
1459	6559.124518
1460	6558.5413
1461	6557.649795
1462	6556.423506
1463	6556.184528
1464	6555.278291
1465	6555.124656
1466	6554.730899
1467	6553.982206
1468	6553.852747
1469	6552.547675
1470	6552.119757
1471	6551.747585
1472	6550.624954
1473	6548.559312
1474	6544.37078
1475	6543.93579
1476	6543.610005
1477	6542.973098
1478	6542.62547
1479	6542.521396
1480	6540.293215
1481	6538.591254
1482	6537.881609
1483	6537.159344
1484	6536.425273
1485	6536.252923
1486	6536.077024
1487	6535.734484
1488	6535.635209
1489	6534.954701
1490	6533.607387
1491	6533.360754
1492	6533.066365
1493	6532.987786
1494	6532.46554
1495	6531.677726
1496	6531.19877
1497	6529.71774
1498	6529.289418
1499	6527.680708
1500	6525.420963
1501	6524.933351
1502	6524.839376
1503	6524.292982
1504	6521.888851
1505	6519.896122
1506	6519.75259
1507	6518.885585
1508	6517.828672
1509	6516.8758
1510	6515.862332
1511	6515.480155
1512	6514.517089
1513	6514.442938
1514	6514.011422
1515	6513.00955
1516	6512.693714
1517	6512.507325
1518	6512.049404
1519	6511.654684
1520	6511.613897
1521	6510.421648
1522	6510.277085
1523	6509.969878
1524	6509.515612
1525	6508.640123
1526	6508.381589
1527	6507.679606
1528	6507.606472
1529	6507.104104
1530	6507.04877
1531	6506.920842
1532	6505.842807
1533	6505.732665
1534	6505.307969
1535	6505.07232
1536	6504.118401
1537	6502.767988
1538	6502.75017
1539	6502.177248
1540	6501.68241
1541	6501.517365
1542	6500.491082
1543	6500.175734
1544	6499.855983
1545	6499.648109
1546	6498.990164
1547	6496.646908
1548	6496.115155
1549	6495.642083
1550	6492.04682
1551	6490.50248
1552	6490.458539
1553	6490.141879
1554	6489.868326
1555	6488.819049
1556	6488.467146
1557	6488.094344
1558	6487.678935
1559	6487.316804
1560	6485.740831
1561	6485.470115
1562	6485.052339
1563	6484.72662
1564	6483.070284
1565	6482.852523
1566	6482.51542
1567	6481.313143
1568	6479.322791
1569	6476.887932
1570	6473.320802
1571	6472.983753
1572	6472.667891
1573	6471.309262
1574	6470.890296
1575	6470.241548
1576	6470.108484
1577	6469.620562
1578	6469.465994
1579	6469.363223
1580	6467.0605
1581	6465.643625
1582	6465.399086
1583	6465.129173
1584	6464.632878
1585	6464.503836
1586	6464.150885
1587	6463.527107
1588	6463.315858
1589	6462.947674
1590	6460.75385
1591	6459.73682
1592	6459.509166
1593	6459.314895
1594	6457.830353
1595	6456.663234
1596	6455.739713
1597	6454.948886
1598	6454.084223
1599	6453.118347
1600	6452.159787
1601	6452.11144
1602	6451.986015
1603	6451.656416
1604	6450.612529
1605	6449.708317
1606	6448.204147
1607	6446.161265
1608	6444.347869
1609	6443.650804
1610	6443.455226
1611	6443.148429
1612	6441.937145
1613	6441.796856
1614	6441.671506
1615	6440.518618
1616	6440.211681
1617	6439.617417
1618	6438.284206
1619	6438.133039
1620	6437.968579
1621	6437.287162
1622	6436.500714
1623	6436.319043
1624	6435.942943
1625	6435.534139
1626	6435.053843
1627	6434.767699
1628	6433.834109
1629	6428.78844
1630	6428.269929
1631	6424.407234
1632	6423.49295
1633	6422.809719
1634	6422.503879
1635	6422.445041
1636	6421.069955
1637	6420.805674
1638	6420.210724
1639	6419.557965
1640	6419.223369
1641	6418.193925
1642	6416.202329
1643	6415.271316
1644	6414.999572
1645	6414.846745
1646	6414.500788
1647	6414.342947
1648	6413.63484
1649	6412.162517
1650	6410.24496
1651	6410.032233
1652	6409.42655
1653	6406.664374
1654	6406.632935
1655	6405.937888
1656	6405.354358
1657	6405.112805
1658	6402.3187
1659	6402.251045
1660	6401.431613
1661	6400.82985
1662	6400.665267
1663	6399.837554
